YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2016,2016,OH,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.9,4.9,,,4.6,5.3,Gender,Female,,,,,,39,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2019,2019,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.6,5.6,,,3.2,7.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,46,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,4.1,Race/Ethnicity,"White, non-Hispanic",,,,,,55,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2017,2017,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.4,6.4,,,3.5,9.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,22,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2012,2012,VT,Vermont,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,50,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2018,2018,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,1,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2014,2014,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,2.4,6.8,Race/Ethnicity,"Black, non-Hispanic",,,,,,19,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2012,2012,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,1,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2016,2016,RI,Rhode Island,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,44,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2019,2019,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.6,5.6,,,5.2,5.9,Overall,Overall,,,,,,1,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2011,2011,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2,2,,,1.6,2.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,15,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2012,2012,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5,5,,,4.5,5.4,Gender,Female,,,,,,22,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2016,2016,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.6,4.3,Race/Ethnicity,"White, non-Hispanic",,,,,,33,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2015,2015,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,2.2,4.1,Race/Ethnicity,Hispanic,,,,,,32,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2015,2015,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,2.4,5,Race/Ethnicity,"Other, non-Hispanic",,,,,,49,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2017,2017,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.8,4.8,,,4.5,5.1,Overall,Overall,,,,,,41,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2011,2011,VT,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.8,6.8,,,3.5,10.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,50,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2017,2017,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.6,4.2,Overall,Overall,,,,,,13,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2019,2019,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,3.1,4.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,12,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2011,2011,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.4,4.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,26,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2018,2018,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,2.2,6.1,Race/Ethnicity,"Other, non-Hispanic",,,,,,18,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,VI,Virgin Islands,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,78,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2016,2016,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.8,4.8,,,4.1,5.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,26,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2016,2016,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,3,3.3,Overall,Overall,,,,,,27,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2011,2011,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.2,5.2,,,2.5,7.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,54,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2017,2017,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5,5,,,4.6,5.3,Race/Ethnicity,"White, non-Hispanic",,,,,,41,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2012,2012,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.3,5.3,,,2.7,8,Race/Ethnicity,"Other, non-Hispanic",,,,,,55,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2018,2018,VT,Vermont,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,50,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2011,2011,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,3.3,4,Race/Ethnicity,"White, non-Hispanic",,,,,,4,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2019,2019,SC,South Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,19.9,19.9,,,11.4,32.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,45,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2011,2011,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,19,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2012,2012,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,33,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2017,2017,GU,Guam,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"White, non-Hispanic",,,,,,66,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,6,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2013,2013,NC,North Carolina,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,37,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.8,2.8,,,2.5,3,Overall,Overall,,,,,,38,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2012,2012,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,78,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,3.1,3.7,Overall,Overall,,,,,,48,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2018,2018,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.3,6.3,,,4.8,7.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,27,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2017,2017,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.9,4.9,,,3.4,6.5,Race/Ethnicity,Hispanic,,,,,,45,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2017,2017,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,2.9,3.3,Race/Ethnicity,"White, non-Hispanic",,,,,,38,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2016,2016,IN,Indiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,11.4,11.4,,,7.4,17.2,Race/Ethnicity,Hispanic,,,,,,18,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2014,2014,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.5,5.5,,,4,7.1,Race/Ethnicity,Hispanic,,,,,,42,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2016,2016,GA,Georgia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,13,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2013,2013,WA,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.1,18.1,,,15.8,20.6,Overall,Overall,,,,,,53,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2014,2014,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.8,2.8,,,2.7,3,Overall,Overall,,,,,,27,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,72,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2016,2016,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.7,4.6,Gender,Female,,,,,,30,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2019,2019,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,2.8,4,Race/Ethnicity,"White, non-Hispanic",,,,,,11,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2014,2014,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.5,4,Race/Ethnicity,Hispanic,,,,,,72,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2014,2014,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.9,6.9,,,4.8,8.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,45,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2016,2016,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4,5.2,Gender,Female,,,,,,56,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2016,2016,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,2.9,4.3,Race/Ethnicity,Hispanic,,,,,,32,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2011,2011,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.9,3.7,Gender,Male,,,,,,9,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2016,2016,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5,5,,,4.6,5.5,Gender,Female,,,,,,42,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2014,2014,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.7,4.2,Overall,Overall,,,,,,23,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2012,2012,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,,66,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2013,2013,MA,Massachusetts,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,25,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2014,2014,NE,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.9,4.9,,,3.2,6.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,31,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2012,2012,RI,Rhode Island,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.3,16.3,,,12.7,20.6,Race/Ethnicity,"White, non-Hispanic",,,,,,44,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2019,2019,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4.1,4.8,Race/Ethnicity,"White, non-Hispanic",,,,,,29,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2015,2015,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.4,4.4,Race/Ethnicity,Hispanic,,,,,,35,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2017,2017,ME,Maine,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,23,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2019,2019,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.4,5.4,,,3.9,7,Race/Ethnicity,"Black, non-Hispanic",,,,,,8,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2017,2017,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,7.3,7.3,,,5,9.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,1,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2015,2015,NV,Nevada,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.1,14.1,,,10.1,19.4,Overall,Overall,,,,,,32,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,9.7,9.7,,,7.4,12.7,Overall,Overall,,,,,,38,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,15,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2011,2011,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.9,4.9,,,4.5,5.2,Gender,Female,,,,,,28,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2013,2013,MD,Maryland,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14,14,,,11.3,17.4,Race/Ethnicity,"White, non-Hispanic",,,,,,24,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2015,2015,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,3.2,4,Overall,Overall,,,,,,56,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2019,2019,ND,North Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,20.9,20.9,,,16.7,25.8,Overall,Overall,,,,,,38,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2017,2017,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.7,4.4,Overall,Overall,,,,,,33,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2013,2013,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,8,8,,,4.5,11.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,21,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2014,2014,MT,Montana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,30,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2016,2016,HI,Hawaii,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,15,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2017,2017,WA,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,24.2,24.2,,,16.6,33.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,53,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2016,2016,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.3,4.1,Gender,Male,,,,,,23,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2019,2019,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,78,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2016,2016,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,1.5,5.2,Race/Ethnicity,Hispanic,,,,,,45,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2015,2015,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,2.5,4.1,Gender,Female,,,,,,66,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2015,2015,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.4,2.4,,,1.2,3.6,Race/Ethnicity,Hispanic,,,,,,11,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2017,2017,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,7.4,7.4,,,3.9,10.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,55,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2018,2018,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.1,18.1,,,15.4,21.3,Race/Ethnicity,"White, non-Hispanic",,,,,,1,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2019,2019,IA,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,21.5,21.5,,,13.8,31.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,19,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2013,2013,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4,5.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,26,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4,4.8,Gender,Female,,,,,,35,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2019,2019,ME,Maine,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,22.7,22.7,,,19.1,26.7,Overall,Overall,,,,,,23,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2017,2017,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.2,3.2,,,2.2,4.2,Race/Ethnicity,"Other, non-Hispanic",,,,,,17,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2015,2015,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.5,4.5,,,2.7,6.2,Race/Ethnicity,"Other, non-Hispanic",,,,,,22,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2015,2015,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,33,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2014,2014,OH,Ohio,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.4,17.4,,,14.3,21,Race/Ethnicity,"White, non-Hispanic",,,,,,39,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2015,2015,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4.3,5,Race/Ethnicity,"White, non-Hispanic",,,,,,41,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
